Year,Tm,Attendance,AttendG,BatAge,PAge,BPF,PPF,#HOF,#A-S,#a-tA-S,Est. Payroll,TmName,TmColor,WSWin
1999,MON,"773,277","9,547",25.9,25.5,97,98,1,1,7,"$17,903,000.00",Montreal Expos,#003087,FALSE
1998,MON,"914,909","11,295",25.9,25.7,98,99,1,1,8,"$10,641,500.00",Montreal Expos,#003087,FALSE
1997,MON,"1,497,609","18,489",27.7,26.4,99,99,3,1,10,"$19,295,500.00",Montreal Expos,#003087,FALSE
1996,MON,"1,616,709","19,959",27.4,27.5,102,102,2,3,9,"$16,264,500.00",Montreal Expos,#003087,FALSE
1995,MON,"1,309,618","18,189",26.2,27.6,103,103,1,1,12,"$12,473,000.00",Montreal Expos,#003087,FALSE
1994,MON,"1,276,250","24,543",26.2,26.2,101,100,2,5,11,"$19,098,000.00",Montreal Expos,#003087,FALSE
1993,MON,"1,641,437","20,265",25.7,27.9,104,103,1,1,12,"$18,899,333.00",Montreal Expos,#003087,FALSE
1992,MON,"1,669,127","20,607",27.4,28,100,99,2,2,12,"$15,822,334.00",Montreal Expos,#003087,FALSE
1991,MON,"934,742","13,746",27.7,28.4,99,99,1,2,8,"$10,732,333.00",Montreal Expos,#003087,FALSE
1990,MON,"1,373,087","16,952",27.7,29.3,96,96,2,2,9,"$17,334,888.00",Montreal Expos,#003087,FALSE
1989,MON,"1,783,533","22,019",28.9,30.5,101,101,3,2,14,"$13,807,389.00",Montreal Expos,#003087,FALSE
1988,MON,"1,478,659","18,255",28.2,29,104,104,2,1,11,"$10,046,833.00",Montreal Expos,#003087,FALSE
1987,MON,"1,850,324","22,844",27.5,28.2,103,103,1,3,13,"$8,762,052.00",Montreal Expos,#003087,FALSE
1986,MON,"1,128,981","14,112",27.4,27.5,100,100,2,3,10,"$11,103,600.00",Montreal Expos,#003087,FALSE
1985,MON,"1,502,494","18,549",27.7,27.5,95,95,2,3,9,"$9,470,166.00",Montreal Expos,#003087,FALSE
1984,MON,"1,606,531","19,834",28.8,27.8,96,96,3,4,9,,Montreal Expos,#003087,FALSE
1983,MON,"2,320,651","28,650",28.4,27.8,99,98,3,5,12,,Montreal Expos,#003087,FALSE
1982,MON,"2,318,292","28,621",27.9,27.9,102,101,3,5,13,"$4,960,000.00",Montreal Expos,#003087,FALSE
1981,MON,"1,534,564","27,403",26.9,28.9,101,100,3,3,15,,Montreal Expos,#003087,FALSE
1980,MON,"2,208,175","27,602",27.1,28.9,100,99,3,1,15,,Montreal Expos,#003087,FALSE
1979,MON,"2,102,173","25,953",27.3,28.6,99,98,4,3,13,,Montreal Expos,#003087,FALSE
1978,MON,"1,427,007","17,838",27.2,28.9,98,98,3,2,14,,Montreal Expos,#003087,FALSE
1977,MON,"1,433,757","17,701",26.4,26.9,96,97,3,1,10,,Montreal Expos,#003087,FALSE
1976,MON,"646,704","8,084",25.1,27.4,105,106,2,1,9,,Montreal Expos,#003087,FALSE
1975,MON,"908,292","11,213",24.7,26.8,104,106,1,1,8,,Montreal Expos,#003087,FALSE
1974,MON,"1,019,134","12,739",27.7,25.8,105,106,1,1,7,,Montreal Expos,#003087,FALSE
1973,MON,"1,246,863","15,393",27.7,26.2,103,103,0,1,7,,Montreal Expos,#003087,FALSE
1972,MON,"1,142,145","14,643",26.9,25.9,101,102,0,1,7,,Montreal Expos,#003087,FALSE
1971,MON,"1,290,963","16,137",28.3,27,99,101,0,1,7,,Montreal Expos,#003087,FALSE
1970,MON,"1,424,683","17,809",27.7,26.7,99,101,0,1,6,,Montreal Expos,#003087,FALSE
1969,MON,"1,212,608","14,970",27.6,26.8,100,102,0,1,9,,Montreal Expos,#003087,FALSE
2019,NYM,"2,442,532","30,155",27.9,28.6,92,92,0,3,16,"$154,837,230.00",New York Mets,#FF5910,FALSE
2018,NYM,"2,224,995","27,469",28.4,28,92,92,0,1,17,"$161,403,844.00",New York Mets,#FF5910,FALSE
2017,NYM,"2,460,622","30,378",28.9,27.5,94,95,0,1,11,"$176,615,252.00",New York Mets,#FF5910,FALSE
2016,NYM,"2,789,602","34,440",29.5,28.4,96,96,0,4,12,"$155,221,282.00",New York Mets,#FF5910,FALSE
2015,NYM,"2,569,753","31,725",28.6,28.2,97,97,0,1,12,"$98,874,473.00",New York Mets,#FF5910,FALSE
2014,NYM,"2,148,808","26,528",28.4,28.9,94,94,0,1,9,"$82,663,615.00",New York Mets,#FF5910,FALSE
2013,NYM,"2,135,657","26,366",28.3,29.1,94,95,0,2,7,"$69,425,860.00",New York Mets,#FF5910,FALSE
2012,NYM,"2,242,803","27,689",27.9,30.3,95,96,0,2,9,"$91,621,424.00",New York Mets,#FF5910,FALSE
2011,NYM,"2,352,596","29,044",28,30,96,96,0,2,11,"$151,897,309.00",New York Mets,#FF5910,FALSE
2010,NYM,"2,559,738","31,602",28.4,29.5,97,97,0,2,10,"$134,422,942.00",New York Mets,#FF5910,FALSE
2009,NYM,"3,168,571","39,118",29.5,29.2,97,97,0,4,13,"$151,994,237.00",New York Mets,#FF5910,FALSE
2008,NYM,"4,042,045","49,902",30.1,29,98,98,1,2,11,"$137,793,376.00",New York Mets,#FF5910,FALSE
2007,NYM,"3,853,955","47,580",30.7,31.3,98,97,2,4,19,"$116,181,663.00",New York Mets,#FF5910,FALSE
2006,NYM,"3,379,535","41,723",30.2,32.2,98,97,2,6,15,"$101,584,963.00",New York Mets,#FF5910,FALSE
2005,NYM,"2,829,929","34,937",28.8,31.9,97,97,3,3,13,"$101,305,821.00",New York Mets,#FF5910,FALSE
2004,NYM,"2,318,951","28,629",29.8,32.5,98,99,2,2,14,"$102,035,970.00",New York Mets,#FF5910,FALSE
2003,NYM,"2,140,599","26,757",29.3,31.6,97,98,3,1,17,"$117,176,429.00",New York Mets,#FF5910,FALSE
2002,NYM,"2,804,838","34,628",30.6,30.3,96,97,2,1,11,"$94,633,593.00",New York Mets,#FF5910,FALSE
2001,NYM,"2,658,330","32,819",30.4,31.1,95,95,1,2,10,"$93,174,428.00",New York Mets,#FF5910,FALSE
2000,NYM,"2,820,530","34,821",30.4,31,96,96,2,3,12,"$79,509,776.00",New York Mets,#FF5910,FALSE
1999,NYM,"2,725,668","33,650",30.1,32.7,97,97,2,1,16,"$68,852,092.00",New York Mets,#FF5910,FALSE
1998,NYM,"2,287,948","28,246",28.9,31.7,99,99,1,2,12,"$52,247,999.00",New York Mets,#FF5910,FALSE
1997,NYM,"1,766,174","21,805",27.3,29.4,97,97,0,2,11,"$39,800,400.00",New York Mets,#FF5910,FALSE
1996,NYM,"1,588,323","19,609",27.2,27.4,95,95,0,2,11,"$24,479,500.00",New York Mets,#FF5910,FALSE
1995,NYM,"1,273,183","17,683",27.4,27.2,96,96,0,1,13,"$27,674,992.00",New York Mets,#FF5910,FALSE
1994,NYM,"1,151,471","21,726",27.8,28.6,99,99,0,1,10,"$30,956,583.00",New York Mets,#FF5910,FALSE
1993,NYM,"1,873,183","23,126",29.4,29.2,98,99,1,1,14,"$39,043,667.00",New York Mets,#FF5910,FALSE
1992,NYM,"1,779,534","21,970",30,28.2,99,100,1,1,14,"$44,602,002.00",New York Mets,#FF5910,FALSE
1991,NYM,"2,284,484","27,860",29.1,28,99,99,0,2,14,"$32,590,001.00",New York Mets,#FF5910,FALSE
1990,NYM,"2,732,745","33,738",27.5,28,100,99,0,3,13,"$21,922,834.00",New York Mets,#FF5910,FALSE
1989,NYM,"2,918,710","36,033",27.5,27.5,95,93,1,2,16,"$19,885,071.00",New York Mets,#FF5910,FALSE
1988,NYM,"3,055,445","38,193",27.8,26.6,95,93,1,4,13,"$15,401,814.00",New York Mets,#FF5910,FALSE
1987,NYM,"3,034,129","37,458",28,25.8,95,93,1,4,14,"$13,846,714.00",New York Mets,#FF5910,FALSE
1986,NYM,"2,767,601","34,168",28,25.5,98,96,1,5,15,"$15,393,714.00",New York Mets,#FF5910,TRUE
1985,NYM,"2,761,601","34,094",28.1,24.7,99,97,1,4,17,"$10,834,762.00",New York Mets,#FF5910,FALSE
1984,NYM,"1,842,695","22,749",27.2,25.2,99,99,0,4,12,"$9,425,000.00",New York Mets,#FF5910,FALSE
1983,NYM,"1,112,774","13,570",27.7,29.2,99,100,1,1,9,"$8,485,079.00",New York Mets,#FF5910,FALSE
1982,NYM,"1,323,036","16,334",28.7,27.5,99,101,0,1,11,"$4,700,833.00",New York Mets,#FF5910,FALSE
1981,NYM,"704,244","13,543",28.3,27.5,98,100,0,1,13,"$3,243,333.00",New York Mets,#FF5910,FALSE
1980,NYM,"1,192,073","14,537",27.4,26.5,97,98,0,1,9,,New York Mets,#FF5910,FALSE
1979,NYM,"788,905","9,621",27.6,26.5,95,97,0,2,11,,New York Mets,#FF5910,FALSE
1978,NYM,"1,007,328","12,592",27.1,27.5,96,97,0,1,7,,New York Mets,#FF5910,FALSE
1977,NYM,"1,066,825","13,504",27,27.2,94,95,2,1,13,"$1,153,000.00",New York Mets,#FF5910,FALSE
1976,NYM,"1,468,754","17,912",28.6,29.4,93,93,2,3,12,,New York Mets,#FF5910,FALSE
1975,NYM,"1,730,566","21,365",28.6,27,95,95,2,2,12,,New York Mets,#FF5910,FALSE
1974,NYM,"1,722,209","21,262",27.8,28.2,99,99,1,2,10,,New York Mets,#FF5910,FALSE
1973,NYM,"1,912,390","23,610",27.9,27.2,98,99,2,2,13,,New York Mets,#FF5910,FALSE
1972,NYM,"2,134,185","27,361",27.3,26.1,97,97,2,3,13,,New York Mets,#FF5910,FALSE
1971,NYM,"2,266,680","27,984",26.6,26.1,98,98,2,2,12,,New York Mets,#FF5910,FALSE
1970,NYM,"2,697,479","32,896",26.5,26.1,100,99,2,2,11,,New York Mets,#FF5910,FALSE
1969,NYM,"2,175,373","26,529",25.9,25.8,102,101,2,3,10,,New York Mets,#FF5910,TRUE
2019,NYY,"3,304,404","40,795",28.3,30.2,98,96,0,5,15,"$228,442,421.00",New York Yankees,#0C2340,FALSE
2018,NYY,"3,482,855","42,998",27.2,28.8,100,98,0,4,16,"$160,743,032.00",New York Yankees,#0C2340,FALSE
2017,NYY,"3,154,938","38,950",28.6,27.8,104,103,0,5,16,"$182,424,700.00",New York Yankees,#0C2340,FALSE
2016,NYY,"3,063,405","37,820",30.1,27.9,103,102,0,3,19,"$193,229,350.00",New York Yankees,#0C2340,FALSE
2015,NYY,"3,193,795","39,430",31.4,27.4,101,101,0,3,15,"$214,051,957.00",New York Yankees,#0C2340,FALSE
2014,NYY,"3,401,624","41,995",32.8,29.3,100,100,1,3,19,"$258,118,959.00",New York Yankees,#0C2340,FALSE
2013,NYY,"3,279,589","40,489",31.9,31.8,100,100,2,2,17,"$246,534,750.00",New York Yankees,#0C2340,FALSE
2012,NYY,"3,542,406","43,733",32.9,30.3,104,103,2,4,20,"$197,977,900.00",New York Yankees,#0C2340,FALSE
2011,NYY,"3,653,680","45,107",30.6,31,106,105,2,8,20,"$206,275,028.00",New York Yankees,#0C2340,FALSE
2010,NYY,"3,765,807","46,491",30.3,30.3,106,104,2,8,21,"$210,733,389.00",New York Yankees,#0C2340,FALSE
2009,NYY,"3,719,358","45,918",30.6,29.3,105,103,2,3,17,"$210,330,039.00",New York Yankees,#0C2340,TRUE
2008,NYY,"4,298,655","53,070",31.4,30.6,103,101,4,3,19,"$212,286,789.00",New York Yankees,#0C2340,FALSE
2007,NYY,"4,271,083","52,729",30.7,31.4,101,100,3,3,16,"$207,039,045.00",New York Yankees,#0C2340,FALSE
2006,NYY,"4,248,067","52,445",30.9,32.5,101,99,4,4,15,"$194,663,079.00",New York Yankees,#0C2340,FALSE
2005,NYY,"4,090,696","50,502",32.3,34.2,98,97,4,3,23,"$208,306,817.00",New York Yankees,#0C2340,FALSE
2004,NYY,"3,775,292","46,609",32.2,32.9,98,97,3,8,21,"$184,193,950.00",New York Yankees,#0C2340,FALSE
2003,NYY,"3,465,600","42,263",30.3,33.7,98,97,3,5,19,"$152,749,814.00",New York Yankees,#0C2340,FALSE
2002,NYY,"3,465,807","43,323",29.9,33.1,100,99,3,6,16,"$125,928,583.00",New York Yankees,#0C2340,FALSE
2001,NYY,"3,264,907","40,811",31.2,30.9,101,100,3,7,17,"$112,787,143.00",New York Yankees,#0C2340,FALSE
2000,NYY,"3,055,435","38,193",31.3,32,99,98,2,4,23,"$93,113,260.00",New York Yankees,#0C2340,TRUE
1999,NYY,"3,292,736","40,651",30.9,31.2,98,96,2,4,17,"$86,934,359.00",New York Yankees,#0C2340,TRUE
1998,NYY,"2,955,193","36,484",30.4,30.2,97,95,3,5,18,"$66,806,867.00",New York Yankees,#0C2340,TRUE
1997,NYY,"2,580,325","32,254",30.6,29.6,100,98,4,5,20,"$62,241,545.00",New York Yankees,#0C2340,FALSE
1996,NYY,"2,250,877","28,136",30.1,29.3,101,100,4,3,23,"$54,191,792.00",New York Yankees,#0C2340,TRUE
1995,NYY,"1,705,263","23,360",31.1,28.1,99,98,3,3,20,"$48,874,851.00",New York Yankees,#0C2340,FALSE
1994,NYY,"1,675,556","29,396",30.5,29.8,96,95,1,3,12,"$46,040,334.00",New York Yankees,#0C2340,FALSE
1993,NYY,"2,416,942","29,839",29.7,28.9,97,96,2,2,14,"$42,723,000.00",New York Yankees,#0C2340,FALSE
1992,NYY,"1,748,737","21,589",28.2,29.5,99,99,0,1,11,"$37,652,334.00",New York Yankees,#0C2340,FALSE
1991,NYY,"1,863,733","23,009",27.7,29.5,100,101,0,1,10,"$27,344,168.00",New York Yankees,#0C2340,FALSE
1990,NYY,"2,006,436","24,771",28.2,29.1,100,101,1,1,10,"$21,312,318.00",New York Yankees,#0C2340,FALSE
1989,NYY,"2,170,485","26,796",28.6,29.2,99,100,2,2,12,"$17,114,375.00",New York Yankees,#0C2340,FALSE
1988,NYY,"2,633,701","32,921",30.5,32.3,99,99,2,3,17,"$20,371,152.00",New York Yankees,#0C2340,FALSE
1987,NYY,"2,427,672","29,971",29.8,32.1,99,99,2,5,18,"$19,457,714.00",New York Yankees,#0C2340,FALSE
1986,NYY,"2,268,030","28,350",29.2,30.3,99,98,2,4,18,"$18,494,253.00",New York Yankees,#0C2340,FALSE
1985,NYY,"2,214,587","27,682",28.8,30.9,98,97,3,3,13,"$14,238,204.00",New York Yankees,#0C2340,FALSE
1984,NYY,"1,821,815","22,492",29.6,29.8,96,95,2,3,17,"$15,868,393.00",New York Yankees,#0C2340,FALSE
1983,NYY,"2,257,976","27,876",30.7,28.5,96,95,2,2,22,"$14,257,815.00",New York Yankees,#0C2340,FALSE
1982,NYY,"2,041,219","25,200",30.3,29,98,97,2,3,24,"$6,627,167.00",New York Yankees,#0C2340,FALSE
1981,NYY,"1,614,353","31,654",30.8,30.2,98,97,3,6,17,"$6,529,791.00",New York Yankees,#0C2340,FALSE
1980,NYY,"2,627,417","32,437",29.9,31.4,98,97,3,6,17,"$4,986,791.00",New York Yankees,#0C2340,FALSE
1979,NYY,"2,537,765","31,330",30.2,31,98,96,3,4,22,"$3,558,457.00",New York Yankees,#0C2340,FALSE
1978,NYY,"2,335,871","28,838",29.8,28.3,97,96,3,5,19,"$2,956,666.00",New York Yankees,#0C2340,TRUE
1977,NYY,"2,103,092","25,964",29.1,28.6,99,97,2,5,18,"$3,241,166.00",New York Yankees,#0C2340,TRUE
1976,NYY,"2,012,434","25,155",28.2,29.2,99,98,1,6,18,,New York Yankees,#0C2340,FALSE
1975,NYY,"1,288,048","16,513",28.5,28.7,99,98,1,4,16,"$1,237,200.00",New York Yankees,#0C2340,FALSE
1974,NYY,"1,273,075","15,717",27.7,28.4,99,98,0,2,17,"$1,046,000.00",New York Yankees,#0C2340,FALSE
1973,NYY,"1,262,103","15,582",30.1,29.4,96,96,0,3,16,"$863,300.00",New York Yankees,#0C2340,FALSE
1972,NYY,"966,328","12,550",28.8,28.1,97,96,0,1,9,"$374,700.00",New York Yankees,#0C2340,FALSE
1971,NYY,"1,070,771","13,219",28.4,27.3,94,94,0,2,8,,New York Yankees,#0C2340,FALSE
1970,NYY,"1,136,879","14,036",27.1,27.5,95,95,0,3,8,"$371,000.00",New York Yankees,#0C2340,FALSE
1969,NYY,"1,067,996","13,350",26.9,26.6,96,96,1,2,10,"$350,500.00",New York Yankees,#0C2340,FALSE
2019,OAK,"1,662,211","20,521",27.8,30.8,95,93,0,2,6,"$102,935,833.00",Oakland Athletics,#003831,FALSE
2018,OAK,"1,573,616","19,427",28,29.2,97,97,0,2,10,"$69,883,333.00",Oakland Athletics,#003831,FALSE
2017,OAK,"1,475,721","18,219",28.7,27.9,95,95,0,1,9,"$51,560,000.00",Oakland Athletics,#003831,FALSE
2016,OAK,"1,521,506","18,784",28.7,27.9,96,97,0,1,8,"$54,969,067.00",Oakland Athletics,#003831,FALSE
2015,OAK,"1,768,175","21,829",27.9,27.8,97,97,0,2,12,"$64,016,001.00",Oakland Athletics,#003831,FALSE
2014,OAK,"2,003,628","24,736",29.6,28.2,98,97,0,6,16,"$89,160,900.00",Oakland Athletics,#003831,FALSE
2013,OAK,"1,809,302","22,337",28.3,28.3,98,97,0,2,15,"$69,440,000.00",Oakland Athletics,#003831,FALSE
2012,OAK,"1,679,013","20,729",27.7,27.9,95,95,0,1,13,"$61,202,500.00",Oakland Athletics,#003831,FALSE
2011,OAK,"1,476,791","18,232",29.1,27.4,98,98,0,1,8,"$67,094,000.00",Oakland Athletics,#003831,FALSE
2010,OAK,"1,418,391","17,511",27.8,26,99,99,0,2,8,"$57,904,900.00",Oakland Athletics,#003831,FALSE
2009,OAK,"1,408,783","17,392",29.1,25.7,98,98,0,1,7,"$65,945,000.00",Oakland Athletics,#003831,FALSE
2008,OAK,"1,665,256","20,559",27.2,26.5,94,94,1,1,8,"$47,967,126.00",Oakland Athletics,#003831,FALSE
2007,OAK,"1,921,844","23,726",28.9,26.9,94,94,1,1,10,"$79,366,940.00",Oakland Athletics,#003831,FALSE
2006,OAK,"1,976,625","24,403",29.7,27,97,97,1,1,10,"$64,843,079.00",Oakland Athletics,#003831,FALSE
2005,OAK,"2,109,118","26,038",28.6,26.6,100,100,0,1,7,"$55,425,762.00",Oakland Athletics,#003831,FALSE
2004,OAK,"2,201,516","27,179",29.6,28.4,99,98,0,2,10,"$59,425,667.00",Oakland Athletics,#003831,FALSE
2003,OAK,"2,216,596","27,365",28.3,27.4,99,98,0,4,10,"$50,260,834.00",Oakland Athletics,#003831,FALSE
2002,OAK,"2,169,811","26,788",28.6,27.4,98,97,0,2,10,"$40,004,167.00",Oakland Athletics,#003831,FALSE
2001,OAK,"2,133,277","26,337",27.3,28,98,97,0,1,11,"$33,810,750.00",Oakland Athletics,#003831,FALSE
2000,OAK,"1,603,744","19,799",27.3,29.5,96,95,0,3,12,"$33,172,333.00",Oakland Athletics,#003831,FALSE
1999,OAK,"1,434,610","17,711",28.7,31.4,94,94,1,1,11,"$24,831,833.00",Oakland Athletics,#003831,FALSE
1998,OAK,"1,232,343","15,214",28.8,31,96,97,1,1,8,"$21,473,000.00",Oakland Athletics,#003831,FALSE
1997,OAK,"1,264,218","15,608",28.1,27.8,96,97,0,1,7,"$24,018,500.00",Oakland Athletics,#003831,FALSE
1996,OAK,"1,148,380","14,178",28.2,27.1,101,102,0,1,6,"$21,243,000.00",Oakland Athletics,#003831,FALSE
1995,OAK,"1,174,310","16,310",29.5,30.9,91,91,2,2,13,"$37,739,225.00",Oakland Athletics,#003831,FALSE
1994,OAK,"1,242,692","22,191",29.2,29.8,91,92,2,1,12,"$34,172,500.00",Oakland Athletics,#003831,FALSE
1993,OAK,"2,035,025","25,124",28,30.9,94,94,3,1,13,"$37,812,333.00",Oakland Athletics,#003831,FALSE
1992,OAK,"2,494,160","30,792",30.1,32,94,94,4,3,20,"$41,035,000.00",Oakland Athletics,#003831,FALSE
1991,OAK,"2,713,493","33,500",29.9,30.9,94,93,3,5,19,"$36,999,167.00",Oakland Athletics,#003831,FALSE
1990,OAK,"2,900,217","35,805",29.1,31.7,95,94,3,5,19,"$20,087,501.00",Oakland Athletics,#003831,FALSE
1989,OAK,"2,667,225","32,929",29.3,30,97,95,2,5,17,"$16,314,265.00",Oakland Athletics,#003831,TRUE
1988,OAK,"2,287,335","28,239",28,28.8,97,96,1,5,15,"$10,653,833.00",Oakland Athletics,#003831,FALSE
1987,OAK,"1,678,921","20,727",27.7,28.1,93,93,2,2,18,"$12,730,839.00",Oakland Athletics,#003831,FALSE
1986,OAK,"1,314,646","15,839",28.5,27.3,92,92,0,1,15,"$9,779,421.00",Oakland Athletics,#003831,FALSE
1985,OAK,"1,334,599","16,894",29.6,28.9,92,92,1,1,12,"$9,058,606.00",Oakland Athletics,#003831,FALSE
1984,OAK,"1,353,281","16,707",29.9,27.5,92,93,2,2,11,,Oakland Athletics,#003831,FALSE
1983,OAK,"1,294,941","15,987",28.1,26.9,93,94,1,1,9,,Oakland Athletics,#003831,FALSE
1982,OAK,"1,735,489","21,426",29.5,26.9,94,94,1,1,10,,Oakland Athletics,#003831,FALSE
1981,OAK,"1,304,052","23,287",27.7,26.5,94,94,1,2,7,,Oakland Athletics,#003831,FALSE
1980,OAK,"842,259","10,398",26.5,25.6,92,93,1,1,6,,Oakland Athletics,#003831,FALSE
1979,OAK,"306,763","3,787",26.2,25.3,94,96,1,1,8,,Oakland Athletics,#003831,FALSE
1978,OAK,"526,999","6,587",26.3,25.3,94,96,0,1,9,,Oakland Athletics,#003831,FALSE
1977,OAK,"495,599","6,119",27.3,27.1,97,98,0,2,11,"$814,000.00",Oakland Athletics,#003831,FALSE
1976,OAK,"780,593","9,637",29.6,27.9,95,95,3,2,16,,Oakland Athletics,#003831,FALSE
1975,OAK,"1,075,518","13,278",28.8,29.1,98,96,3,7,18,"$1,242,500.00",Oakland Athletics,#003831,FALSE
1974,OAK,"845,693","10,441",28.6,27.1,94,92,3,6,16,"$1,150,232.00",Oakland Athletics,#003831,TRUE
1973,OAK,"1,000,763","12,355",28.4,26.8,95,93,3,6,18,"$981,250.00",Oakland Athletics,#003831,TRUE
1972,OAK,"921,323","11,965",27.7,27,95,93,4,6,18,"$997,506.00",Oakland Athletics,#003831,TRUE
1971,OAK,"914,993","11,296",26.8,26.5,98,96,4,3,18,"$490,600.00",Oakland Athletics,#003831,FALSE
1970,OAK,"778,355","9,609",27.7,27.2,97,95,4,1,17,"$480,100.00",Oakland Athletics,#003831,FALSE
1969,OAK,"778,232","9,608",26.2,24.3,95,94,4,3,14,"$279,400.00",Oakland Athletics,#003831,FALSE
2019,PHI,"2,727,421","33,672",27.6,28.4,102,102,0,1,12,"$141,786,962.00",Philadelphia Phillies,#E81828,FALSE
2018,PHI,"2,158,124","26,644",26.7,26.8,102,102,0,1,8,"$93,874,333.00",Philadelphia Phillies,#E81828,FALSE
2017,PHI,"1,905,354","23,523",26.6,26.8,98,99,0,1,7,"$86,276,000.00",Philadelphia Phillies,#E81828,FALSE
2016,PHI,"1,915,144","23,644",26.9,26.3,99,100,0,1,6,"$84,846,666.00",Philadelphia Phillies,#E81828,FALSE
2015,PHI,"1,831,080","22,606",28,28.5,97,98,0,1,11,"$103,082,167.00",Philadelphia Phillies,#E81828,FALSE
2014,PHI,"2,423,852","29,924",30.8,30.1,101,102,0,1,12,"$176,444,967.00",Philadelphia Phillies,#E81828,FALSE
2013,PHI,"3,012,403","37,190",30,28.7,100,100,1,2,10,"$150,860,000.00",Philadelphia Phillies,#E81828,FALSE
2012,PHI,"3,565,718","44,021",31.1,29.1,102,102,2,3,15,"$171,501,558.00",Philadelphia Phillies,#E81828,FALSE
2011,PHI,"3,680,718","45,441",31.4,29.2,101,100,1,5,17,"$172,976,379.00",Philadelphia Phillies,#E81828,FALSE
2010,PHI,"3,777,322","44,968",31.8,31.1,102,101,1,3,18,"$141,928,379.00",Philadelphia Phillies,#E81828,FALSE
2009,PHI,"3,600,693","44,453",31.3,31.2,101,100,1,5,14,"$115,479,046.00",Philadelphia Phillies,#E81828,FALSE
2008,PHI,"3,422,583","42,254",30.1,30.6,102,101,0,2,12,"$97,879,880.00",Philadelphia Phillies,#E81828,TRUE
2007,PHI,"3,108,325","38,374",28.8,30.6,104,103,0,3,15,"$89,428,213.00",Philadelphia Phillies,#E81828,FALSE
2006,PHI,"2,701,815","33,356",29.3,30.5,105,104,0,3,18,"$88,273,333.00",Philadelphia Phillies,#E81828,FALSE
2005,PHI,"2,665,304","32,905",30,29.7,105,104,1,3,16,"$95,522,000.00",Philadelphia Phillies,#E81828,FALSE
2004,PHI,"3,250,092","40,125",29.3,29.8,105,104,1,2,15,"$93,219,167.00",Philadelphia Phillies,#E81828,FALSE
2003,PHI,"2,259,948","27,901",28.3,29,93,93,1,1,13,"$70,780,000.00",Philadelphia Phillies,#E81828,FALSE
2002,PHI,"1,618,467","20,231",27.5,28.5,94,94,0,3,13,"$57,954,999.00",Philadelphia Phillies,#E81828,FALSE
2001,PHI,"1,782,054","22,001",26.9,28.9,97,97,0,1,10,"$41,663,833.00",Philadelphia Phillies,#E81828,FALSE
2000,PHI,"1,612,769","19,911",28.5,28.7,100,101,0,1,13,"$47,513,000.00",Philadelphia Phillies,#E81828,FALSE
1999,PHI,"1,825,337","22,535",28.2,28.3,104,105,0,3,8,"$31,897,500.00",Philadelphia Phillies,#E81828,FALSE
1998,PHI,"1,715,722","21,182",27,29.3,102,103,0,1,8,"$36,297,500.00",Philadelphia Phillies,#E81828,FALSE
1997,PHI,"1,490,638","18,403",27.8,27.9,100,101,0,1,9,"$36,656,500.00",Philadelphia Phillies,#E81828,FALSE
1996,PHI,"1,801,677","22,243",28.4,27.7,99,101,0,1,12,"$34,314,500.00",Philadelphia Phillies,#E81828,FALSE
1995,PHI,"2,043,598","28,383",29.7,27.1,99,100,0,5,16,"$30,555,945.00",Philadelphia Phillies,#E81828,FALSE
1994,PHI,"2,290,971","38,183",29.8,29.3,102,102,0,4,15,"$31,599,000.00",Philadelphia Phillies,#E81828,FALSE
1993,PHI,"3,137,674","38,737",29.3,28.8,98,98,0,4,14,"$28,538,334.00",Philadelphia Phillies,#E81828,FALSE
1992,PHI,"1,927,448","23,796",27.7,26.8,100,100,0,2,12,"$24,492,834.00",Philadelphia Phillies,#E81828,FALSE
1991,PHI,"2,050,012","24,699",29,26.7,99,99,0,1,12,"$22,487,332.00",Philadelphia Phillies,#E81828,FALSE
1990,PHI,"1,992,484","24,599",28.6,26.5,99,100,0,1,12,"$13,740,167.00",Philadelphia Phillies,#E81828,FALSE
1989,PHI,"1,861,985","22,987",29,27.8,99,101,1,2,11,"$10,779,000.00",Philadelphia Phillies,#E81828,FALSE
1988,PHI,"1,990,041","24,568",29,29,101,103,1,2,11,"$13,900,500.00",Philadelphia Phillies,#E81828,FALSE
1987,PHI,"2,100,110","25,927",28.6,28.2,103,104,1,3,12,"$12,482,997.00",Philadelphia Phillies,#E81828,FALSE
1986,PHI,"1,933,335","24,167",27.8,28.6,103,104,2,2,12,"$11,590,166.00",Philadelphia Phillies,#E81828,FALSE
1985,PHI,"1,830,350","22,597",27.9,30.2,103,103,2,2,15,"$10,644,966.00",Philadelphia Phillies,#E81828,FALSE
1984,PHI,"2,062,693","25,465",28.8,31.9,102,101,2,3,15,,Philadelphia Phillies,#E81828,FALSE
1983,PHI,"2,128,339","25,955",31.9,30.3,99,99,4,1,19,,Philadelphia Phillies,#E81828,FALSE
1982,PHI,"2,376,394","29,338",31,31.9,103,102,2,4,16,"$5,746,666.00",Philadelphia Phillies,#E81828,FALSE
1981,PHI,"1,638,752","29,795",31.3,30.3,105,104,3,5,16,,Philadelphia Phillies,#E81828,FALSE
1980,PHI,"2,651,650","32,736",30.6,28.6,105,105,2,3,17,,Philadelphia Phillies,#E81828,TRUE
1979,PHI,"2,775,011","34,259",30.7,28.3,103,102,2,5,16,,Philadelphia Phillies,#E81828,FALSE
